# REAPER native action catalog (id\tname)
# Generated from REAPER 7.74 via SWS CF_EnumerateActions; native = ReverseNamedCommandLookup() empty.
# Native command IDs are stable across REAPER versions/platforms. Regenerate: see tools/README.md
387	Track: Set solo for track 46 (MIDI CC/OSC only)
388	Track: Set volume for track 47 (MIDI CC/OSC only)
389	Track: Set pan for track 47 (MIDI CC/OSC only)
390	Track: Toggle mute for track 47
391	Track: Toggle solo for track 47
392	Track: Toggle FX bypass for track 47
393	Track: Toggle record arm for track 47
394	Track: Set mute for track 47 (MIDI CC/OSC only)
395	Track: Set solo for track 47 (MIDI CC/OSC only)
396	Track: Set volume for track 48 (MIDI CC/OSC only)
397	Track: Set pan for track 48 (MIDI CC/OSC only)
398	Track: Toggle mute for track 48
399	Track: Toggle solo for track 48
400	Track: Toggle FX bypass for track 48
401	Track: Toggle record arm for track 48
402	Track: Set mute for track 48 (MIDI CC/OSC only)
403	Track: Set solo for track 48 (MIDI CC/OSC only)
404	Track: Set volume for track 49 (MIDI CC/OSC only)
405	Track: Set pan for track 49 (MIDI CC/OSC only)
406	Track: Toggle mute for track 49
407	Track: Toggle solo for track 49
408	Track: Toggle FX bypass for track 49
409	Track: Toggle record arm for track 49
410	Track: Set mute for track 49 (MIDI CC/OSC only)
411	Track: Set solo for track 49 (MIDI CC/OSC only)
412	Track: Set volume for track 50 (MIDI CC/OSC only)
413	Track: Set pan for track 50 (MIDI CC/OSC only)
414	Track: Toggle mute for track 50
415	Track: Toggle solo for track 50
416	Track: Toggle FX bypass for track 50
417	Track: Toggle record arm for track 50
418	Track: Set mute for track 50 (MIDI CC/OSC only)
419	Track: Set solo for track 50 (MIDI CC/OSC only)
420	Track: Set volume for track 51 (MIDI CC/OSC only)
421	Track: Set pan for track 51 (MIDI CC/OSC only)
422	Track: Toggle mute for track 51
423	Track: Toggle solo for track 51
424	Track: Toggle FX bypass for track 51
425	Track: Toggle record arm for track 51
426	Track: Set mute for track 51 (MIDI CC/OSC only)
427	Track: Set solo for track 51 (MIDI CC/OSC only)
428	Track: Set volume for track 52 (MIDI CC/OSC only)
429	Track: Set pan for track 52 (MIDI CC/OSC only)
430	Track: Toggle mute for track 52
431	Track: Toggle solo for track 52
432	Track: Toggle FX bypass for track 52
433	Track: Toggle record arm for track 52
434	Track: Set mute for track 52 (MIDI CC/OSC only)
435	Track: Set solo for track 52 (MIDI CC/OSC only)
436	Track: Set volume for track 53 (MIDI CC/OSC only)
437	Track: Set pan for track 53 (MIDI CC/OSC only)
438	Track: Toggle mute for track 53
439	Track: Toggle solo for track 53
440	Track: Toggle FX bypass for track 53
441	Track: Toggle record arm for track 53
442	Track: Set mute for track 53 (MIDI CC/OSC only)
443	Track: Set solo for track 53 (MIDI CC/OSC only)
444	Track: Set volume for track 54 (MIDI CC/OSC only)
445	Track: Set pan for track 54 (MIDI CC/OSC only)
446	Track: Toggle mute for track 54
447	Track: Toggle solo for track 54
448	Track: Toggle FX bypass for track 54
449	Track: Toggle record arm for track 54
450	Track: Set mute for track 54 (MIDI CC/OSC only)
451	Track: Set solo for track 54 (MIDI CC/OSC only)
452	Track: Set volume for track 55 (MIDI CC/OSC only)
453	Track: Set pan for track 55 (MIDI CC/OSC only)
454	Track: Toggle mute for track 55
455	Track: Toggle solo for track 55
456	Track: Toggle FX bypass for track 55
457	Track: Toggle record arm for track 55
458	Track: Set mute for track 55 (MIDI CC/OSC only)
459	Track: Set solo for track 55 (MIDI CC/OSC only)
460	Track: Set volume for track 56 (MIDI CC/OSC only)
461	Track: Set pan for track 56 (MIDI CC/OSC only)
462	Track: Toggle mute for track 56
463	Track: Toggle solo for track 56
464	Track: Toggle FX bypass for track 56
465	Track: Toggle record arm for track 56
466	Track: Set mute for track 56 (MIDI CC/OSC only)
467	Track: Set solo for track 56 (MIDI CC/OSC only)
468	Track: Set volume for track 57 (MIDI CC/OSC only)
469	Track: Set pan for track 57 (MIDI CC/OSC only)
470	Track: Toggle mute for track 57
471	Track: Toggle solo for track 57
472	Track: Toggle FX bypass for track 57
473	Track: Toggle record arm for track 57
474	Track: Set mute for track 57 (MIDI CC/OSC only)
475	Track: Set solo for track 57 (MIDI CC/OSC only)
476	Track: Set volume for track 58 (MIDI CC/OSC only)
477	Track: Set pan for track 58 (MIDI CC/OSC only)
478	Track: Toggle mute for track 58
479	Track: Toggle solo for track 58
480	Track: Toggle FX bypass for track 58
481	Track: Toggle record arm for track 58
482	Track: Set mute for track 58 (MIDI CC/OSC only)
483	Track: Set solo for track 58 (MIDI CC/OSC only)
484	Track: Set volume for track 59 (MIDI CC/OSC only)
485	Track: Set pan for track 59 (MIDI CC/OSC only)
486	Track: Toggle mute for track 59
487	Track: Toggle solo for track 59
488	Track: Toggle FX bypass for track 59
489	Track: Toggle record arm for track 59
490	Track: Set mute for track 59 (MIDI CC/OSC only)
491	Track: Set solo for track 59 (MIDI CC/OSC only)
492	Track: Set volume for track 60 (MIDI CC/OSC only)
493	Track: Set pan for track 60 (MIDI CC/OSC only)
494	Track: Toggle mute for track 60
495	Track: Toggle solo for track 60
496	Track: Toggle FX bypass for track 60
497	Track: Toggle record arm for track 60
498	Track: Set mute for track 60 (MIDI CC/OSC only)
499	Track: Set solo for track 60 (MIDI CC/OSC only)
500	Track: Set volume for track 61 (MIDI CC/OSC only)
501	Track: Set pan for track 61 (MIDI CC/OSC only)
502	Track: Toggle mute for track 61
503	Track: Toggle solo for track 61
504	Track: Toggle FX bypass for track 61
505	Track: Toggle record arm for track 61
506	Track: Set mute for track 61 (MIDI CC/OSC only)
507	Track: Set solo for track 61 (MIDI CC/OSC only)
508	Track: Set volume for track 62 (MIDI CC/OSC only)
509	Track: Set pan for track 62 (MIDI CC/OSC only)
510	Track: Toggle mute for track 62
511	Track: Toggle solo for track 62
512	Track: Toggle FX bypass for track 62
513	Track: Toggle record arm for track 62
514	Track: Set mute for track 62 (MIDI CC/OSC only)
515	Track: Set solo for track 62 (MIDI CC/OSC only)
516	Track: Set volume for track 63 (MIDI CC/OSC only)
517	Track: Set pan for track 63 (MIDI CC/OSC only)
518	Track: Toggle mute for track 63
519	Track: Toggle solo for track 63
520	Track: Toggle FX bypass for track 63
521	Track: Toggle record arm for track 63
522	Track: Set mute for track 63 (MIDI CC/OSC only)
523	Track: Set solo for track 63 (MIDI CC/OSC only)
524	Track: Set volume for track 64 (MIDI CC/OSC only)
525	Track: Set pan for track 64 (MIDI CC/OSC only)
526	Track: Toggle mute for track 64
527	Track: Toggle solo for track 64
528	Track: Toggle FX bypass for track 64
529	Track: Toggle record arm for track 64
530	Track: Set mute for track 64 (MIDI CC/OSC only)
531	Track: Set solo for track 64 (MIDI CC/OSC only)
532	Track: Set volume for track 65 (MIDI CC/OSC only)
